,,All Donors,Kidney,Liver,Heart,Pancreas,Lung,Intestine
330332-NMB St. Joseph Hospital,,3,3,3,0,0,0,0
330340-NMB SOUTHAMPTON HOSPITAL,,2,2,1,0,0,0,0
330350-TX1 University Hospital of Brooklyn - SUNY Downstate,,1,0,1,0,0,0,0
330353-NMB Long Island Jewish Forest Hills,,4,3,3,0,0,0,0
330354-NMB ROSWELL PARK MEM INSTITUTE,,1,1,0,0,0,0,0
330372-NMB Long Island Jewish Valley Stream,,4,3,4,3,1,1,0
330386-NMB CATSKILL REGIONAL MEDICAL CENTER,,1,1,1,0,0,0,0
330393-TX1 UNIVERSITY HOSPITAL,,28,26,23,6,2,4,1
330394-NMB UHS Wilson Medical Center,,13,13,11,3,0,3,0
"330395-NMB ST. JOHN'S EPISCOPAL HOSP, SOUTH SHORE",,8,4,7,0,0,0,0
330396-NMB NYC Health + Hospitals / Woodhull,,7,6,7,3,0,2,0
330397-NMB INTERFAITH MEDICAL CENTER,,3,2,3,1,0,0,0
330399-NMB St. Barnabas Hospital,,11,10,9,6,0,4,0
330401-NMB St. Catherine of Sienna Medical Center,,3,2,2,1,0,3,0
340001-NMB CHS - Northeast,,18,14,11,3,1,2,0
340002-NMB Mission Hospital,,39,36,26,5,0,3,0
340004-NMB High Point Regional: UNC Health,,8,6,6,1,0,3,0
340008-NMB SCOTLAND MEMORIAL HOSP,,3,3,3,0,0,0,0
340010-NMB WAYNE MEMORIAL HOSP,,1,1,1,0,0,0,0
340013-NMB Rutherford Regional Health System,,2,1,1,0,0,0,0
340014-NMB Novant Health Forsyth Medical Center,,23,20,19,5,2,2,0
340015-NMB Novant Health Rowan Medical Center,,2,1,1,0,0,0,0
340017-NMB Pardee Hospital,,3,3,2,0,0,1,0
340021-NMB CHS - Cleveland,,3,2,3,0,0,0,0
340025-NMB Haywood Regional Medical Center,,1,1,0,0,0,0,0
340027-NMB LENOIR MEMORIAL HOSP,,2,2,2,0,0,0,0
340028-NMB Cape Fear Valley Health System,,25,18,22,8,4,4,1
340030-TX1 DUKE UNIVERSITY MEDICAL CENTER,,42,38,33,12,4,4,0
340032-NMB Caromont Regional Medical Center,,20,18,17,7,2,5,0
340039-NMB IREDELL MEMORIAL HOSP INC,,3,3,2,0,0,0,0
340040-TX1 Vidant Medical Center,,31,30,24,9,2,8,0
340041-NMB CALDWELL MEMORIAL HOSP,,5,5,5,2,0,1,0
340042-NMB ONSLOW MEMORIAL HOSP,,1,1,0,0,0,1,0
340047-TX1 Wake Forest Baptist Medical Center,,51,45,41,17,4,3,1
340050-NMB Southeastern Regional Medical Center,,2,2,2,0,0,0,0
340053-NMB Novant Health Presbyterian Medical Center,,16,11,13,5,0,3,0
340061-TX1 UNC Hospitals,,27,27,24,13,4,8,2
340064-NMB Wilkes Regional Medical Center,,1,1,1,0,0,0,0
340069-NMB WAKE MED,,50,47,47,17,7,13,1
340070-NMB ALAMANCE REGIONAL MEDICAL CENTER,,4,4,3,1,0,0,0
340075-NMB CHS Blue Ridge - Morganton,,1,1,0,0,0,0,0
340085-NMB Novant Health Thomasville Medical Center,,1,0,1,0,0,0,0
"340087-NMB MCDOWELL HOSPITAL, THE",,1,1,1,0,0,0,0
340090-NMB Johnston Medical Center - Smithfield,,3,3,0,0,0,0,0
340091-NMB THE MOSES H CONE MEMORIAL HOSP,,27,25,25,9,3,5,0
340098-N01 CHS - Pineville,,10,10,4,2,0,0,0
340098-NMB CMC- Mercy,,1,1,0,0,0,0,0
340113-TX1 Carolinas Medical Center,,76,66,58,22,6,15,0
340114-NMB REX HOSP,,9,8,7,2,0,2,0
340115-NMB First Health Moore Regional,,2,1,2,0,0,0,0
340116-NMB FRYE REGIONAL MEDICAL CENTER,,4,4,4,2,2,0,0
340119-NMB CHS - Stanly,,1,1,1,1,0,0,0
340129-NMB Lake Norman Regional Medical Center,,2,2,2,0,0,0,0
340130-NMB CHS - Union,,4,3,3,0,0,2,0
340131-NMB Carolina East Medical Center,,2,2,1,0,0,0,0
340132-NMB MARIA PARHAM HOSP,,2,2,1,0,0,0,0
340141-NMB New Hanover Regional Medical Center,,32,28,24,12,2,9,0
340142-NMB CARTERET CO GENERAL HOSP,,2,2,1,0,0,0,0
340143-NMB CATAWBA VALLEY MEDICAL CENTER,,3,3,3,0,0,0,0
340147-NMB Nash Health Care Systems,,1,1,1,0,0,0,0
340155-NMB Duke Regional Hospital,,3,3,3,1,0,1,0
340166-NMB CHS - University,,1,1,0,0,0,0,0
340171-NMB Novant Health Matthews Medical Center,,5,4,3,0,0,0,0
340173-NMB Wake Med Cary,,3,3,2,0,0,1,0
350002-NMB St. Alexius Medical Center (ND),,2,2,1,1,0,1,0
350011-TX1 Sanford Medical Center Fargo,,17,16,11,4,0,2,0
350015-TX1 Sanford Bismarck,,9,8,7,4,1,5,0
350019-NMB Altru Health System (ND),,5,4,4,0,0,1,0
350043-NMB Trinity Health (ND),,3,2,3,1,0,1,0
350070-NMB Essentia Health - Fargo,,1,1,1,0,0,0,0
360003-TX1 UNIVERSITY of CINCINNATI MEDICAL CENTER,,41,35,35,10,6,5,0
360006-NMB OHIOHEALTH RIVERSIDE METHODIST HOSPITAL,,21,19,17,6,2,1,0
360009-NMB LIMA MEMORIAL HOSPITAL,,2,2,2,0,0,0,0
360011-NMB OhioHealth Marion General Hospital,,3,3,1,1,0,1,0
360012-NMB ST ANNS HOSPITAL OF COLUMBUS,,5,4,3,1,0,0,0
360016-NMB JEWISH HOSPITAL & Rookwood Medical Center,,8,6,4,2,0,1,0
360017-NMB OHIOHEALTH GRANT MEDICAL CENTER,,24,23,19,12,1,5,0
"360020-TX1 AKRON CITY HOSPITAL, SUMMA",,21,18,21,7,1,6,0
360025-NMB FIRELANDS REGIONAL MEDICAL CENTER,,3,2,3,2,0,1,0
360027-NMB AKRON GENERAL MEDICAL CENTER,,8,8,7,1,0,1,0
360029-NMB WOOD COUNTY HOSPITAL,,1,1,1,0,0,0,0
360035-N01 MT CARMEL HEALTH SYSTEMS - EAST,,19,16,17,6,3,5,1
360039-NMB GENESIS HOSPITAL,,10,8,10,4,0,1,0
360040-NMB KNOX COMM HOSP,,1,0,1,0,0,0,0
"360041-NMB PARMA MEDICAL CENTER, UHHS",,5,5,4,2,1,1,0
360048-TX1 UNIVERSITY OF TOLEDO MEDICAL CENTER,,4,4,3,2,1,2,0
360051-TX1 MIAMI VALLEY HOSPITAL,,58,53,52,22,8,20,1
360059-NMB METROHEALTH MEDICAL CENTER,,19,17,18,7,4,8,0
360062-N01 THE OHIO STATE UNIVERSITY - EAST,,7,4,7,1,0,0,0
360064-TX1 ST ELIZABETH YOUNGSTOWN HLTH CTR,,25,25,22,10,1,7,0
360065-NMB FISHER TITUS MEDICAL CENTER,,2,2,2,0,0,0,0
360066-NMB ST. RITA'S MEDICAL CENTER,,6,6,5,4,0,2,0
360068-NMB TOLEDO HOSPITAL,,26,22,18,11,3,6,1
360070-NMB MERCY MEDICAL CENTER CANTON,,13,12,8,5,2,2,1
360072-NMB FAIRFIELD MEDICAL CENTER,,1,1,1,0,0,0,0
360076-NMB ATRIUM MEDICAL CENTER & Atrium Health Center-Maso,,9,9,5,1,1,2,0
"360077-NMB FAIRVIEW HOSPITAL, CC",,4,4,4,1,0,2,0
360078-NMB Portage Medical Center (fka ROBINSON),,2,1,1,0,0,1,0
360079-NMB KETTERING MEMORIAL HOSPITAL,,16,15,11,2,0,5,0
360083-NMB TRINITY HEALTH SYSTEM - WEST,,1,1,1,1,0,0,0
360084-NMB AULTMAN HOSPITAL CANTON,,11,11,6,1,0,4,0
360085-TX1 Wexner Medical  Center at The Ohio State Universi,,18,17,15,3,0,2,0
360086-NMB SPRINGFIELD REGIONAL MEDICAL CENTER,,6,5,6,1,0,1,0
"360091-NMB MEDINA HOSPITAL, CC",,2,2,1,0,0,1,0
"360095-NMB BLANCHARD VALLEY REGIONAL HEALTH CENTER, FINDLAY",,1,1,1,0,0,0,0
360112-NMB ST VINCENTS MERCY MEDICAL CENTER,,19,18,15,8,3,4,0
360118-NMB OHIOHEALTH MANSFIELD HOSPITAL,,4,3,3,0,0,0,0
360123-NMB ST JOHN MEDICAL CENTER,,4,3,3,0,0,0,0
360132-NMB Fort Hamilton Hospital,,1,1,0,0,0,0,0
360133-N01 Grandview Medical Center,,5,3,5,0,0,1,0
360134-NMB GOOD SAMARITAN HOSPITAL & Western Ridge,,11,7,9,4,0,3,0
360137-TX1 UNIVERSITY HOSPS CASE MEDICAL CENTER,,21,18,18,5,1,7,0
"360143-NMB MARYMOUNT HOSPITAL & MARYMOUNT SOUTH ER, CC",,1,1,1,0,0,0,0
"360144-NMB SOUTHPOINTE HOSP  & SAGAMORE HILLS ER, CC",,2,0,2,0,0,0,0
"360145-NMB ELYRIA MEDICAL CENTER, UHHS & EMH Avon Emergency",,5,5,2,0,0,0,0
360147-NMB MARIETTA MEMORIAL HOSPITAL,,1,1,1,0,0,0,0
360152-N01 OHIOHEALTH DOCTORS HOSPITAL,,5,4,5,1,0,0,0
360155-NMB SOUTHWEST GEN HLTH CTR & Brunswick ER,,7,7,6,2,0,1,0
360159-NMB ADENA REGIONAL MEDICAL CENTER,,1,1,0,0,0,0,0
360161-NMB ST JOSEPH WARREN HOSPITAL & ANDOVER ER,,4,4,3,0,0,1,0
360163-TX1 THE CHRIST HOSPITAL HEALTH NETWORK,,3,3,1,0,0,0,0
360172-NMB MERCY REGIONAL MEDICAL CENTER,,8,8,6,1,0,1,0
360174-NMB UPPER VALLEY MEDICAL CENTER,,3,2,3,1,1,1,0
360179-NMB BETHESDA NORTH HOSPITAL & Arrow Springs & Butler,,7,7,5,2,1,1,0
360180-TX1 CLEVELAND CLINIC & TwinsburgFamHlth&SurgeryCtr,,40,34,32,7,1,6,0
"360192-NMB GEAUGA MEDICAL CENTER, UHHS",,1,1,1,0,0,0,0
360218-NMB LICKING MEMORIAL HOSP,,1,1,0,0,0,0,0
"360230-NMB HILLCREST HOSPITAL, CC",,7,7,6,1,0,2,0
360234-N01 Mercy Health-West Hospital,,3,3,1,0,0,0,0
360239-NMB SYCAMORE HOSPITAL & Kettering Emergency Center Fr,,1,1,1,0,1,1,0
360276-NMB ST ELIZABETH BOARDMAN HLTH CTR,,1,0,1,0,0,0,0
360354-NMB WEST CHESTER HOSPITAL,,2,1,2,1,0,0,0
360360-NMB SOIN MEDICAL CENTER,,5,4,3,1,0,1,0
363300-TX1 CINCINNATI CHILDRENS HOSPITAL MC,,6,6,4,2,1,1,0
363302-NMB RAINBOW BABIES & CHILRENS HOSPITAL,,2,2,0,1,0,0,0
363303-TX1 AKRON CHILDREN'S MEDICAL CENTER,,5,5,5,4,2,5,1
363305-TX1 NATIONWIDE CHILDREN'S HOSPITAL,,5,5,5,4,1,2,1
363306-NMB THE CHILDRENS MEDICAL CENTER,,3,3,3,0,1,0,0
370001-NMB Hillcrest Med. Ctr,,28,26,26,14,1,7,0
370008-N01 Healthplex Norman,,5,3,5,1,0,0,0
370013-NMB MERCY HEALTH CENTER INC,,4,4,3,2,0,2,0
370020-NMB Mercy Hospital Ada,,2,2,1,0,0,0,0
370025-NMB MUSKOGEE REGIONAL MEDICAL CTR,,5,5,3,0,0,0,0
370028-TX1 INTEGRIS Baptist Medical Center-OKC,,31,28,24,7,2,6,0
370034-NMB MCALESTER REGIONAL HEALTH CTR,,1,1,1,1,0,0,0
370037-TX1 ST ANTHONY HOSP,,23,20,18,4,0,3,0
370047-NMB MERCY MEMORIAL HOSP  SOUTHERN OK,,2,2,2,1,0,0,0
370056-NMB COMANCHE MEMORIAL CO HOSP,,2,2,1,0,0,1,0
370078-NMB OSU MEDICAL CENTER,,4,3,3,2,0,0,0
370089-NMB NORTHEASTERN HEALTH SYSTEM TAHLEQUAH CITY HOSP,,1,1,1,1,0,1,0
370091-TX1 ST. FRANCIS HOSPITAL,,41,40,36,17,8,15,0
370093-NMB OU MEDICAL CENTER,,43,39,37,16,4,15,0
370094-NMB ALLIANCEHEALTH MIDWEST,,4,4,4,1,0,0,0
370106-NMB INTEGRIS Southwest Medical Center,,6,6,4,3,0,1,0
370114-TX1 ST JOHN MEDICAL CENTER INC,,32,31,25,9,0,8,0
37012F-NMB VA MEDICAL CENTER,,1,1,1,1,0,0,0
370148-NMB OU Medical Center- Edmond,,2,2,2,1,0,0,0
37014F-NMB VA OF OKLAHOMA CITY,,1,0,1,0,0,0,0
370202-NMB Hillcrest South,,2,2,1,0,0,0,0
370211-NMB INTEGRIS CANADIAN VALLEY,,1,1,0,0,0,0,0
370215-NMB Ok Heart Hospital North and South,,4,4,3,0,0,2,0
"370236-NMB INTEGRIS HEALTH EDMOND, INC",,1,1,1,0,0,0,0
380001-NMB MID-COLUMBIA MEDICAL CENTER,,1,1,0,0,0,0,0
380002-NMB THREE RIVERS COMMUNITY HOSP & MED CTR,,1,1,1,1,0,0,0
380004-TX1 PROVIDENCE ST VINCENT HOSPITAL & MED CTR,,10,9,8,4,0,1,0
380007-NMB LEGACY EMANUEL HOSPITAL,,28,28,23,12,2,10,0
380009-TX1 OREGON HEALTH SCIENCES UNIV HO,,19,19,15,8,3,6,1
380014-NMB Good Samaritan Regional Medical Center (Corvallis,,7,7,3,1,0,0,0
380017-TX1 LEGACY GOOD SAMARITAN HOSP & MED CTR,,6,6,4,2,0,0,0
380018-NMB Asante Rogue Regional Medical Center,,7,7,6,2,0,2,0
380020-NMB MCKENZIE-WILLIAMETTE MEM HOSP,,2,2,1,1,0,0,0
380025-NMB LEGACY MOUNT HOOD MEDICAL CENTER,,1,1,1,1,0,1,0
380027-NMB MERCY MEDICAL CENTER INC-ROSEBURG,,2,2,2,1,0,1,0
380042-NMB PROVIDENCE SEASIDE HOSPITAL,,1,1,0,1,0,0,0
380047-NMB ST CHARLES MEDICAL CENTER,,7,7,5,4,1,2,0
380050-NMB Sky Lakes MEDICAL CENTER,,1,1,1,1,0,1,0
380051-NMB SALEM HOSPITAL,,14,13,12,4,1,5,0
380060-NMB Portland Adventist Medical Center,,9,9,9,3,0,3,0
380061-NMB PROVIDENCE MEDICAL CENTER-PORTLAND,,5,5,4,1,0,1,0
380071-NMB WILLAMETTE VALLEY MEDICAL CTR,,1,1,1,0,0,1,0
380090-NMB BAY AREA HOSPITAL,,2,2,2,0,0,0,0
380091-NMB KAISER SUNNYSIDE MEDICAL CTR,,4,4,2,0,0,0,0
380102-NMB Sacred Heart at Riverbend,,26,25,22,5,0,5,0
390001-NMB GEISINGER COMMUNITY MEDICAL CENTER,,15,14,12,5,4,4,0
390004-NMB HOLY SPIRIT HOSP,,9,9,9,4,2,3,0
390006-TX1 GEISINGER MEDICAL CTR,,40,35,33,13,5,8,1
390009-NMB SAINT VINCENT HEALTH SYSTEM,,10,8,10,0,0,2,0
390013-NMB EVANGELICAL COMMUNITY HOSPITAL,,1,1,1,0,0,0,0
390016-NMB JAMESON MEMORIAL HOSPITAL NORTH,,2,2,2,0,0,1,0
390027-TX1 TEMPLE UNIVERSITY HOSPITAL,,56,48,51,17,5,16,0
390028-NMB UPMC MERCY HOSPITAL,,15,15,15,6,2,6,1
390036-NMB HERITAGE VALLEY HEALTH SYSTEM / BEAVER,,3,3,3,1,0,0,0
390037-NMB HERITAGE VALLEY HEALTH SYSTEM / SEWICKLEY VALLEY,,1,1,1,0,0,0,0
390039-NMB SOMERSET HOSPITAL,,1,1,1,0,0,0,0
390041-NMB UNIONTOWN HOSPITAL,,2,2,2,1,0,1,0
390042-NMB WASHINGTON HOSPITAL,,3,3,2,0,0,1,0
390044-NMB READING HOSPITAL,,23,22,19,5,1,5,0
390045-NMB WILLIAMSPORT HOSPITAL & MEDICAL CENTER,,12,12,8,3,0,1,0
390046-NMB YORK HOSPITAL,,29,27,23,4,1,6,0
390048-NMB  GEISINGER LEWISTOWN HOSP,,2,2,1,0,0,0,0
390049-NMB ST LUKES UNIVERSITY HOSPITAL,,20,17,15,2,0,2,0
390050-TX1 ALLEGHENY GENERAL HOSP  WPAHS,,68,65,54,20,3,11,0
390055-NMB UPMC SHADYSIDE CAMPUS,,3,3,3,2,0,1,0
390057-NMB GRANDVIEW HOSP,,2,2,2,1,0,0,0
390058-NMB CARLISLE HOSP,,2,2,1,0,0,0,0
390063-NMB UPMC HAMOT MEDICAL CENTER,,26,24,21,5,2,5,0
390064-NMB WILKES-BARRE GENERAL HOSP,,3,2,3,1,1,0,0
390065-NMB THE GETTYSBURG HOSPITAL,,1,1,1,1,0,1,0
390066-NMB GOOD SAMARITAN HOSPITAL,,2,2,2,0,0,1,0
390067-N01 PinnacleHealth West Shore Hospital,,3,3,2,0,0,0,0
390067-TX1 PINNACLE HEALTH SYSTEM HARRISBURG HOSPITAL,,20,19,17,3,1,3,1
390069-NMB Aria Health - Bucks County,,5,5,3,2,0,2,0
390073-NMB ALTOONA REGIONAL HEALTH SYSTEM-ALTOONA,,8,8,6,3,0,4,0
390079-NMB ROBERT PACKER HOSPITAL/GUTHRIE HEALTHCARE SYSTEM,,18,16,13,6,1,6,0
390080-NMB JEANES HOSP,,4,4,4,0,0,2,0
390086-NMB DUBOIS REGIONAL MEDICAL CENTER,,8,8,8,1,1,1,0
390090-NMB WESTERN PENNSYLVANIA  HOSPITAL,,3,2,3,1,0,0,0
390100-NMB LANCASTER GENERAL HOSPITAL,,26,24,25,7,3,5,0
390101-NMB YORK MEMORIAL,,2,2,1,1,1,1,0
390107-NMB UPMC PASSAVANT,,3,2,3,0,0,0,0
390110-NMB MEMORIAL MEDICAL CENTER-MAIN CAMPUS JOHNSTOWN,,11,11,9,4,2,1,1
390111-TX1 HOSPITAL OF THE UNIV OF PENNSYLVANIA,,20,19,16,4,1,6,0
390113-NMB MEADVILLE MEDICAL CENTER,,2,2,2,1,0,1,0
390115-NMB Aria Health - Torresdale,,32,30,27,7,5,9,0
390123-NMB POTTSTOWN MEM MED CTR,,1,1,1,0,0,0,0
390125-NMB WAYNE COUNTY MEMORIAL HOSPITAL,,2,2,1,0,0,0,0
390133-TX1 LEHIGH VALLEY HOSPITAL - CEDAR CREST,,39,36,32,11,5,9,0
390139-NMB BRYN MAWR HOSP,,7,6,5,3,1,2,0
390142-TX1 ALBERT EINSTEIN MED,,19,16,17,7,3,4,0
390145-NMB WESTMORELAND REGIONAL HOSPITAL,,9,7,8,2,1,4,0
390151-NMB CHAMBERSBURG HOSPITAL,,5,5,5,2,0,0,0
390153-NMB PAOLI MEMORIAL HOSP,,11,11,11,3,1,3,0
390156-NMB MERCY FITZGERALD,,9,8,9,2,0,0,0
390158-NMB Penn State Health- St. Joseph- Reading,,1,1,1,1,0,1,0
390164-TX1 UPMC HEALTH SYSTEM PRESBYTERIAN,,116,110,96,29,10,17,0
390168-NMB BUTLER MEMORIAL HOSPITAL,,2,2,2,1,0,0,0
390173-NMB INDIANA REGIONAL MEDICAL CENTER,,4,4,3,2,1,1,0
390174-NMB Jefferson Hospital for Neuroscience,,10,10,10,4,3,5,0
390174-TX1 THOMAS JEFFERSON UNIV HOSP,,19,17,16,3,2,4,0
390179-NMB CHESTER CO HOSP,,5,5,4,1,0,2,0
390180-TX1 CROZER CHESTER MEDICAL CENTER,,5,5,5,3,1,3,0
390195-TX1 LANKENAU MEDICAL CENTER,,5,5,4,2,1,2,0
390201-NMB POCONO MED CTR,,1,1,1,0,0,0,0
390204-NMB NAZARETH HOSP,,2,1,2,0,0,1,0
390205-NMB METHODIST HOSPITAL,,1,1,1,0,0,0,0
390206-NMB PINNACLE HEATH SYS.  COMMUNITY GENERAL,,2,2,0,0,0,0,0
390219-NMB EXCELA HEALTH LATROBE AREA HOSPITAL,,1,1,1,0,0,0,0
390222-NMB RIDDLE MEM HOSP,,7,6,6,2,0,3,0
390223-NMB PENN PRESBYTERIAN HOSPITAL,,19,18,18,7,2,5,0
390225-NMB EPHRATA COMM HOSP,,2,2,1,1,1,0,0
390226-NMB PENNSYLVANIA HOSP,,1,1,1,0,0,0,0
390228-NMB ST CLAIR MEM HOSP,,9,7,9,2,1,1,0
390231-NMB ABINGTON HOSPITAL- JEFFERSON HEALTH,,10,9,9,4,2,5,0
390237-NMB REGIONAL HOSPITAL of SCRANTON,,4,4,4,1,0,1,0
390242-NMB ST LUKE'S UNIVERSITY HEALTH NETWORK - ALLENTOWN C,,3,2,2,1,0,0,0
390256-TX1 PENN STATE MILTON S HERSHEY MED CTR.,,24,22,19,8,5,5,1
390258-NMB ST MARY'S MED CTR LANGHORNE,,7,7,6,4,2,5,0
390263-NMB LEHIGH VALLEY HOSP MUHLENBERG,,5,5,4,2,1,1,0
390265-NMB JEFFERSON REGIONAL MEDICAL CENTER,,1,1,1,1,0,0,0
390267-NMB WEST PENN HOSPITAL-FORBES REGIONAL CAMPUS,,10,9,7,1,0,1,0
390270-TX1 GEISINGER WYOMING VALLEY MEDICAL CTR,,7,6,7,3,3,2,0
390326-NMB ST LUKE'S UNIVERSITY HEALTH NETWORK - ANDERSON CA,,9,9,6,3,1,3,0
390328-NMB UPMC EAST,,2,1,2,0,0,0,0
390329-NMB Einstein Medical Center Montgomery,,1,1,1,0,1,0,0
393302-TX1 CHILDREN'S HOSPITAL OF PITTSBURGH,,11,11,8,8,3,3,0
393303-TX1 CHILDREN'S HOSPITAL OF PHILADE,,12,12,5,4,3,1,0
400001-NMB Ashford Presbyterian Community Hospital,,1,0,1,0,0,0,0
400003-NMB Doctor Pila Hospital,,1,1,1,0,0,0,0
400005-NMB HIMA San Pablo Humacao,,1,0,1,0,0,0,0
400013-NMB Centro Medico Menonita Cayey,,1,1,1,1,1,0,0
400016-TX1 Hospital Auxilio Muto,,1,1,1,0,0,0,0
400019-NMB Hospital Pavia Santurce,,1,1,1,0,0,0,0
400021-NMB Hospital De  La Concepcion,,1,0,1,0,0,0,0
"400022-NMB Hospital Damas, Inc.",,1,0,1,0,0,0,0
400032-NMB Hospital Hermanos Melendez,,2,2,2,0,0,0,0
400044-NMB Hospital Episcopal San Lucas,,2,2,1,1,1,1,0
400061-NMB UNIVERSITY DIST HOSP,,5,4,4,0,0,2,0
400079-NMB Hospital Comunitario Buen Samaritano,,2,1,2,1,0,1,0
400087-NMB Hospital Pavia Arecibo,,1,1,1,0,0,1,0
400102-NMB Doctor's Center Bayamon,,2,1,2,0,0,0,0
400103-NMB Mayaguez Medical Center,,1,0,1,0,0,0,0
400104-NMB Hospital  General Menonita Caguas,,34,20,31,2,2,2,0
400106-NMB Hospital Metropolitano de Rio Piedras,,1,1,1,1,0,0,0
400109-NMB HIMA San Pablo Bayamon,,1,1,1,0,0,1,0
400110-NMB Hospital Pavia Yauco,,2,2,2,0,0,0,0
400112-NMB Hospital de la Universidad de Puerto Rico Dr Fede,,2,2,2,0,0,0,0
400113-NMB Hospital San Cristobal,,5,4,5,0,0,2,0
400114-NMB Manati Medical Center,,1,1,0,0,0,0,0
400115-NMB Wilma N. Vazquez,,1,0,1,0,0,0,0
400118-NMB Doctor's  Center Hospital Manati,,1,1,1,0,0,1,0
400120-NMB HIMA San Pablo Caguas,,1,1,1,0,0,0,0
400123-NMB Hospital Perea Metro,,1,1,1,0,0,1,0
400125-NMB HIMA San Pablo Fajarodo,,1,0,1,0,0,0,0
400127-NMB Administracion de Servicios Medicos (ASEM),,25,24,24,15,10,12,0
403301-NMB Pediatrico Universitario Centro Medico,,3,3,3,1,2,1,1
410006-NMB NEWPORT HOSPITAL,,1,1,1,0,0,0,0
410007-TX1 RHODE ISLAND HOSPITAL,,32,31,28,7,1,5,0
410009-NMB KENT HOSPITAL,,2,2,1,0,0,0,0
410011-NMB LANDMARK MEDICAL CENTER,,5,3,5,1,0,0,0
410012-NMB MIRIAM HOSPITAL,,3,3,3,1,0,1,0
420002-NMB PIEDMONT MEDICAL CENTER,,14,14,10,1,0,1,0
420004-TX1 MEDICAL UNIVERSITY of SC,,44,41,29,6,2,5,0
420007-NMB SPARTANBURG MED CTR,,25,25,19,4,3,8,0
420009-NMB OCONEE MEDICAL CTR,,1,1,0,0,0,0,0
420010-NMB CAROLINA PINES HOSPITAL,,5,5,4,1,0,0,0
420018-TX1 RICHLAND MEMORIAL HOSPITAL,,32,29,26,9,3,3,0
420020-NMB GEORGETOWN CO MEMORIAL HOSP,,3,3,3,0,0,0,0
420023-NMB ST FRANCIS HEALTH SYSTEM - GREENVILLE,,2,2,2,1,0,1,0
"420026-NMB PROVIDENCE HOSP-COLUMBIA , SC",,7,6,6,0,0,1,0
420027-NMB AnMed Health System,,15,15,10,5,1,3,0
420033-NMB Greer Memorial Hospital,,1,1,1,0,0,0,0
420044-NMB CAROLINAS HOSPITAL SYSTEM,,5,4,4,0,1,2,0
420049-NMB CONWAY MEDICAL CTR,,6,6,5,1,1,0,0
420051-NMB MCLEOD REGION MED CTR PEE DEE,,9,8,6,2,0,2,0
420064-NMB Mcleod-Loris,,1,1,1,0,0,0,0
420065-NMB ST FRANCIS XAVIER HOSP CHS,,4,3,2,0,0,0,0
420067-NMB BEAUFORT CO MEMORIAL HOSP,,2,2,2,2,0,1,0
420068-NMB THE REGIONAL MED CTR OF ORANGEBURG,,1,1,0,0,0,0,0
420070-NMB Palmetto Health Tuomey,,3,3,3,0,0,0,0
420071-NMB SELF REGIONAL HEALTH CARE,,5,5,3,0,0,1,0
420073-NMB LEXINGTON MEDICAL CENTER,,16,16,11,2,0,4,0
420078-NMB GREENVILLE MEMORIAL HOSPITAL,,55,54,44,10,4,9,0
420079-N01 SUMMERVILLE MEDICAL CENTER,,2,2,2,0,0,0,0
420079-NMB TRIDENT MEDICAL CTR,,23,21,21,4,0,4,0
420080-NMB HILTON HEAD MEDICAL CTR,,2,2,1,0,0,0,0
420082-NMB Aiken Regional Medical Centers,,1,0,1,0,0,0,0
420085-NMB GRAND STRAND MEDICAL CENTER,,26,25,20,3,1,3,0
420086-NMB PALMETTO HEALTH BAPTIST,,2,2,1,0,0,0,0
420087-NMB ROPER HOSP,,5,3,5,1,0,1,0
420089-NMB EAST COOPER MEDICAL CTR,,1,1,1,0,0,0,0
420098-NMB WACCAMAW COMMUNITY HOSPITAL,,1,1,1,0,0,0,0
42029F-NMB VA HOSP,,1,0,1,0,0,0,0
421827-NMB Mcleod Sea Coast,,4,4,4,0,0,0,0
430014-NMB Avera St. Lukes Hospital,,1,1,0,0,0,0,0
430016-TX1 Avera McKennan Hospital (SD),,13,13,9,6,1,2,0
"430027-NMB Sanford USD Medical Center (Sioux Falls, SD)",,17,17,13,6,0,5,0
430077-NMB Rapid City Regional Hospital (SD),,13,12,9,7,1,5,0
440002-NMB JACKSON-MADISON COUNTY GENERAL HOSPITAL,,19,15,17,4,0,5,0
440003-NMB SUMNER REGIONAL HOSPITAL,,2,2,2,0,0,0,0
440006-NMB TriStar Skyline Medical Center,,51,47,35,18,4,16,0
440009-NMB CUMBERLAND MEDICAL CENTER,,2,2,2,0,0,0,0
440011-NMB BLOUNT MEMORIAL HOSP,,3,3,3,1,0,0,0
440012-NMB BRISTOL REGIONAL MEDICAL CENTER,,8,7,5,2,0,3,0
440015-TX1 UT University of TN Memorial Hospital,,47,44,36,11,3,12,0
440017-NMB HOLSTON VALLEY HOSPITAL,,5,4,4,2,0,1,0
440024-NMB Tennova Healthcare-Cleveland,,3,3,3,0,0,0,0
440030-NMB MORRISTOWN-HAMBLEN HOSPITAL,,3,3,3,0,0,0,0
440031-NMB ROANE COUNTY MEDICAL CENTER,,1,1,1,1,0,0,0
440034-NMB METHODIST MEDICAL CENTER OF OAK RIDGE,,2,2,2,0,0,0,0
440035-NMB Tennova Healthcare-Clarksville,,3,3,1,3,0,0,0
440039-TX1 VANDERBILT UNIVERSITY MED CTR,,71,65,59,33,12,20,2
440046-NMB TriStar Horizon Medical Center,,2,2,2,2,2,2,0
